Match_ID,Round_Num,Economy_State,Utility_Damage,Headshot_Kill,Entry_Attempt,Entry_Success,Round_Won,Player_Level
502,16,Full Buy,23.5539057617383,1,0,-1,0,Professional
502,17,Eco,18.765394057428622,-1,1,0,1,Professional
502,18,Full Buy,25.43900087275925,-1,0,-1,1,Professional
503,1,Full Buy,36.6529352498229,-1,0,-1,1,Professional
503,2,Full Buy,26.282504734223785,0,0,-1,1,Professional
503,3,Full Buy,17.882784773851924,1,0,-1,0,Professional
503,4,Full Buy,31.960967676252512,1,0,-1,1,Professional
503,5,Full Buy,37.18058393191403,0,0,-1,1,Professional
503,6,Force,31.393753733948316,-1,0,-1,1,Professional
503,7,Full Buy,32.63394674425702,0,0,-1,0,Professional
503,8,Full Buy,44.86409927695908,1,0,-1,0,Professional
503,9,Eco,26.134398130667424,1,0,-1,1,Professional
503,10,Full Buy,0.0,0,0,-1,1,Professional
503,11,Full Buy,29.724369982734576,0,1,0,1,Professional
503,12,Full Buy,27.803988661558336,-1,0,-1,0,Professional
503,13,Full Buy,32.380003425582565,0,0,-1,1,Professional
503,14,Full Buy,24.233987420976177,1,0,-1,0,Professional
503,15,Full Buy,39.49038476822287,1,0,-1,1,Professional
503,16,Eco,34.90739303996382,1,1,0,0,Professional
503,17,Full Buy,23.69662208718983,0,0,-1,0,Professional
503,18,Full Buy,19.49913070569575,-1,0,-1,0,Professional
503,19,Eco,22.219466534792318,-1,0,-1,1,Professional
504,1,Full Buy,40.59300212805778,0,1,0,1,Professional
504,2,Eco,45.84328175928165,-1,0,-1,0,Professional
504,3,Full Buy,23.69469943871173,1,1,1,1,Professional
504,4,Full Buy,28.834249634351508,0,0,-1,0,Professional
504,5,Full Buy,37.37605300071096,1,0,-1,0,Professional
504,6,Full Buy,37.69153022733173,1,0,-1,1,Professional
504,7,Full Buy,35.17789137500985,1,0,-1,0,Professional
504,8,Eco,12.051699806492987,0,1,1,0,Professional
504,9,Force,30.054811018632886,0,0,-1,1,Professional
504,10,Force,28.115014398987437,-1,0,-1,0,Professional
504,11,Full Buy,8.336666308985745,0,0,-1,0,Professional
504,12,Eco,49.71340147537321,-1,0,-1,0,Professional
504,13,Full Buy,18.768670024789035,0,0,-1,1,Professional
504,14,Force,35.904537030488214,0,0,-1,1,Professional
504,15,Full Buy,36.38295139304182,1,1,1,0,Professional
504,16,Full Buy,16.61505367045448,0,0,-1,1,Professional
504,17,Force,27.645008014490177,1,0,-1,0,Professional
504,18,Full Buy,16.870304886886853,1,0,-1,0,Professional
504,19,Force,32.05334844812001,-1,0,-1,1,Professional
504,20,Force,43.93612368257454,1,0,-1,1,Professional
504,21,Full Buy,20.617438955307918,1,0,-1,0,Professional
504,22,Full Buy,10.57717135103589,-1,0,-1,1,Professional
505,1,Force,21.614802997079593,-1,0,-1,1,Professional
505,2,Full Buy,12.382709995475194,1,0,-1,1,Professional
505,3,Force,29.495054071773342,0,0,-1,0,Professional
505,4,Force,39.33996023799316,-1,0,-1,0,Professional
505,5,Eco,23.549621366902677,-1,0,-1,0,Professional
505,6,Full Buy,18.763122995412715,-1,1,1,0,Professional
505,7,Full Buy,35.123329051974544,1,0,-1,1,Professional
505,8,Full Buy,24.63256294823125,1,0,-1,0,Professional
505,9,Force,32.466091424415204,0,0,-1,1,Professional
505,10,Full Buy,37.70788881449002,1,0,-1,1,Professional
505,11,Eco,27.599332320149095,1,1,1,1,Professional
505,12,Force,33.57883930662423,1,0,-1,0,Professional
505,13,Full Buy,22.35618534617162,1,0,-1,1,Professional
505,14,Full Buy,21.915832780869113,0,0,-1,0,Professional
505,15,Full Buy,31.074700672841153,0,0,-1,1,Professional
505,16,Full Buy,15.012089251916027,1,0,-1,1,Professional
505,17,Full Buy,32.90253040358874,1,1,1,1,Professional
505,18,Force,36.420165981403144,1,0,-1,1,Professional
505,19,Full Buy,31.335299376563533,-1,0,-1,0,Professional
505,20,Force,24.918761139362374,1,0,-1,0,Professional
505,21,Full Buy,24.75420820498995,1,0,-1,0,Professional
505,22,Full Buy,16.129399486454247,0,0,-1,0,Professional
505,23,Full Buy,25.155426013179444,1,0,-1,1,Professional
506,1,Full Buy,18.889398806837075,1,0,-1,0,Professional
506,2,Eco,16.243223782881657,1,0,-1,0,Professional
506,3,Eco,6.952494068252076,1,0,-1,0,Professional
506,4,Force,39.78364883558944,-1,0,-1,0,Professional
506,5,Force,16.412697575732484,0,0,-1,0,Professional
506,6,Force,34.50231366840119,1,0,-1,1,Professional
506,7,Full Buy,40.97304540406449,-1,0,-1,1,Professional
506,8,Full Buy,31.172059773283774,-1,0,-1,0,Professional
506,9,Full Buy,23.057876616308135,-1,0,-1,0,Professional
506,10,Force,30.346326134583233,1,0,-1,0,Professional
506,11,Full Buy,25.68631175358637,0,1,1,1,Professional
506,12,Full Buy,35.066467153224885,-1,0,-1,0,Professional
506,13,Full Buy,28.371120680783203,0,1,0,0,Professional
506,14,Full Buy,26.42618747989002,-1,0,-1,0,Professional
506,15,Full Buy,30.616868497600873,-1,0,-1,1,Professional
506,16,Full Buy,26.552564326144044,-1,0,-1,0,Professional
506,17,Full Buy,35.926703820749424,1,0,-1,0,Professional
506,18,Full Buy,29.95969380914247,-1,0,-1,1,Professional
506,19,Full Buy,32.69677777337143,1,0,-1,1,Professional
506,20,Full Buy,23.33974634347368,-1,1,0,1,Professional
506,21,Force,25.220404028053906,-1,0,-1,0,Professional
507,1,Force,16.913012028840722,-1,0,-1,0,Professional
507,2,Full Buy,38.71379833791448,0,0,-1,1,Professional
507,3,Force,41.304831452199764,1,1,1,0,Professional
507,4,Full Buy,43.18390106938561,1,0,-1,1,Professional
507,5,Full Buy,22.30781620992495,1,1,1,1,Professional
507,6,Force,31.281365285921105,0,0,-1,0,Professional
507,7,Full Buy,29.662582532239497,-1,0,-1,1,Professional
507,8,Eco,18.349850105685796,-1,0,-1,1,Professional
507,9,Full Buy,23.268738049724234,1,1,1,1,Professional
507,10,Eco,25.15542133954791,-1,0,-1,0,Professional
507,11,Force,49.826275193261026,1,0,-1,0,Professional
507,12,Full Buy,39.555891373705194,0,0,-1,1,Professional
507,13,Force,26.725397257237905,0,0,-1,0,Professional
507,14,Full Buy,35.15207503661957,0,0,-1,1,Professional
507,15,Full Buy,23.795766200284337,-1,0,-1,0,Professional
507,16,Full Buy,33.3081820548609,-1,0,-1,1,Professional
507,17,Force,30.206128854596855,1,0,-1,0,Professional
507,18,Force,36.52079756422019,1,1,1,1,Professional
508,1,Full Buy,32.333486600725614,1,0,-1,1,Professional
508,2,Full Buy,48.54820819394985,0,0,-1,1,Professional
508,3,Full Buy,29.23743504139126,-1,0,-1,1,Professional
508,4,Full Buy,34.44820442763043,0,0,-1,1,Professional
508,5,Force,21.357996344921837,0,1,1,1,Professional
508,6,Full Buy,25.18951750738458,0,1,1,1,Professional
508,7,Full Buy,22.24903728303085,0,0,-1,1,Professional
508,8,Full Buy,27.82744430136286,1,0,-1,0,Professional
508,9,Full Buy,26.527090544511655,1,0,-1,1,Professional
508,10,Force,41.40878944870157,0,0,-1,1,Professional
508,11,Full Buy,33.46323950187775,0,0,-1,1,Professional
508,12,Full Buy,45.77474560234538,1,0,-1,1,Professional
508,13,Full Buy,42.540694117107705,0,1,1,1,Professional
508,14,Full Buy,16.049627939935924,1,0,-1,1,Professional
508,15,Full Buy,35.293217947587465,1,0,-1,1,Professional
508,16,Force,24.382789444648886,1,0,-1,1,Professional
508,17,Full Buy,36.412499610942916,1,0,-1,1,Professional
508,18,Force,24.96026651061771,0,0,-1,0,Professional
509,1,Full Buy,36.27485970054259,0,0,-1,1,Professional
509,2,Full Buy,22.88461036431555,0,0,-1,0,Professional
509,3,Full Buy,44.143584662504225,1,0,-1,1,Professional
509,4,Full Buy,38.39141760853898,1,1,0,1,Professional
509,5,Full Buy,37.242966940716556,1,0,-1,1,Professional
509,6,Full Buy,24.81025126580795,1,0,-1,1,Professional
509,7,Full Buy,32.301767396747394,0,0,-1,1,Professional
509,8,Full Buy,17.892356927165253,1,0,-1,1,Professional
509,9,Full Buy,28.837786098492835,-1,1,0,1,Professional
509,10,Force,15.679365293089717,1,1,1,1,Professional
509,11,Full Buy,43.53602573102743,0,0,-1,1,Professional
509,12,Full Buy,41.84047508341973,-1,0,-1,1,Professional
509,13,Full Buy,24.80568010185751,0,1,1,1,Professional
509,14,Force,38.15251239965771,0,0,-1,1,Professional
509,15,Force,37.8565612548136,-1,0,-1,0,Professional
509,16,Full Buy,14.815913187351123,1,0,-1,1,Professional
509,17,Full Buy,25.45115198606488,1,1,1,1,Professional
509,18,Full Buy,35.443014336310206,1,0,-1,0,Professional
510,1,Full Buy,35.43094307712153,1,1,1,1,Professional
510,2,Full Buy,21.374381697935974,1,0,-1,0,Professional
510,3,Full Buy,26.004717112386746,0,1,1,1,Professional
510,4,Full Buy,24.094217789898956,0,0,-1,1,Professional
510,5,Full Buy,40.42253074666105,1,0,-1,1,Professional
510,6,Force,14.79234697891613,-1,0,-1,1,Professional
510,7,Full Buy,22.34114748284141,0,0,-1,0,Professional
510,8,Full Buy,5.481618045476978,0,0,-1,1,Professional
510,9,Full Buy,40.8524227692569,0,0,-1,1,Professional
510,10,Eco,36.25300147944753,-1,0,-1,0,Professional
510,11,Full Buy,18.175639597020698,-1,0,-1,1,Professional
510,12,Full Buy,30.660289131858182,-1,1,0,1,Professional
510,13,Full Buy,19.093241424702676,0,1,0,1,Professional
510,14,Full Buy,29.13677956178879,0,0,-1,0,Professional
510,15,Full Buy,47.15763063215749,-1,0,-1,1,Professional
510,16,Full Buy,24.08014721588721,-1,1,0,1,Professional
510,17,Full Buy,33.47940258924654,1,1,1,1,Professional
510,18,Full Buy,34.2119193069426,-1,0,-1,0,Professional
510,19,Full Buy,41.25518793552331,1,0,-1,1,Professional
511,1,Full Buy,32.148282495636884,-1,0,-1,0,Professional
511,2,Full Buy,28.34624964497563,-1,0,-1,0,Professional
511,3,Force,28.192761351720232,0,0,-1,1,Professional
511,4,Full Buy,36.344605797472404,1,1,0,0,Professional
511,5,Force,30.984952553319005,0,0,-1,1,Professional
511,6,Full Buy,33.29424037584663,1,0,-1,1,Professional
511,7,Full Buy,34.69091452570948,1,0,-1,1,Professional
511,8,Full Buy,22.66109886668856,0,0,-1,1,Professional
511,9,Force,45.337205443461514,-1,1,1,1,Professional
511,10,Full Buy,22.181483045912188,1,0,-1,1,Professional
511,11,Full Buy,23.842308042845907,1,0,-1,0,Professional
511,12,Force,29.69657113604596,-1,0,-1,1,Professional
511,13,Full Buy,33.26436450345525,1,0,-1,1,Professional
511,14,Eco,54.511421580107246,0,1,1,0,Professional
511,15,Full Buy,15.879092534739346,1,0,-1,0,Professional
511,16,Full Buy,18.701986731025862,0,0,-1,0,Professional
511,17,Full Buy,34.1857664991069,1,0,-1,0,Professional
511,18,Eco,4.897383634851309,-1,0,-1,0,Professional
511,19,Full Buy,28.43352518903183,1,0,-1,1,Professional
511,20,Force,25.34495105912715,0,0,-1,0,Professional
511,21,Full Buy,27.922871272446315,1,0,-1,1,Professional
511,22,Full Buy,30.045686657960704,0,0,-1,1,Professional
511,23,Force,20.548041728032544,1,0,-1,1,Professional
512,1,Eco,12.59405404344043,1,1,0,0,Professional
512,2,Full Buy,25.232331540667744,-1,0,-1,1,Professional
512,3,Eco,30.315439141081097,1,1,1,1,Professional
512,4,Full Buy,44.58995961510239,1,0,-1,0,Professional
512,5,Eco,50.13567922086115,1,1,0,0,Professional
512,6,Full Buy,28.26620592000154,-1,0,-1,1,Professional
512,7,Full Buy,30.129045581329976,-1,0,-1,1,Professional
512,8,Full Buy,22.526579253652585,-1,0,-1,1,Professional
512,9,Full Buy,41.90638839109485,0,0,-1,1,Professional
512,10,Full Buy,26.229059838391237,1,1,0,1,Professional
512,11,Force,24.807324428050414,1,0,-1,0,Professional
512,12,Force,35.56242757679878,1,0,-1,0,Professional
512,13,Full Buy,43.64868354392197,0,0,-1,1,Professional
512,14,Full Buy,24.19236070638344,1,1,1,1,Professional
512,15,Full Buy,50.40354755162542,0,0,-1,1,Professional
512,16,Full Buy,31.162933177033025,0,0,-1,1,Professional
512,17,Full Buy,25.936422863159198,0,0,-1,1,Professional
512,18,Full Buy,4.515558691426087,0,0,-1,1,Professional
512,19,Full Buy,23.053377844790486,0,0,-1,1,Professional
513,1,Force,42.152413305853685,1,1,0,0,Professional
513,2,Full Buy,29.88389538398968,-1,1,0,1,Professional
513,3,Full Buy,33.369847732604825,1,0,-1,1,Professional
513,4,Full Buy,26.872010732137422,1,1,1,1,Professional
513,5,Full Buy,18.24029644861084,1,0,-1,0,Professional
513,6,Full Buy,16.374639980188583,0,0,-1,0,Professional
513,7,Full Buy,42.85905697562649,1,1,0,1,Professional
513,8,Eco,19.521999246576783,0,1,1,0,Professional
513,9,Full Buy,39.990696864850506,1,0,-1,1,Professional
513,10,Eco,14.15811692499934,-1,1,1,1,Professional
513,11,Full Buy,21.162095747133808,-1,0,-1,0,Professional
513,12,Force,15.47178916344864,0,0,-1,0,Professional
513,13,Full Buy,25.505224471974245,0,0,-1,1,Professional
513,14,Force,32.803188442255475,1,0,-1,1,Professional
513,15,Full Buy,26.573718684400575,1,0,-1,0,Professional
513,16,Eco,32.63039425310233,1,0,-1,0,Professional
513,17,Eco,21.396143079597866,1,0,-1,1,Professional
513,18,Force,42.477105578411475,0,0,-1,1,Professional
513,19,Full Buy,15.865719457696809,1,0,-1,0,Professional
514,1,Full Buy,20.296022949279617,1,0,-1,0,Professional
514,2,Full Buy,27.8246977377917,1,0,-1,0,Professional
514,3,Force,26.13116360241498,1,1,1,1,Professional
514,4,Force,45.20208438883611,1,0,-1,1,Professional
514,5,Force,29.685151978202708,0,0,-1,0,Professional
514,6,Full Buy,15.154162578512274,1,0,-1,1,Professional
514,7,Full Buy,29.760398824585675,1,1,1,1,Professional
514,8,Force,35.72893679153135,0,0,-1,1,Professional
514,9,Force,7.21641411340234,0,1,0,0,Professional
514,10,Full Buy,36.627191859323304,-1,0,-1,1,Professional
514,11,Full Buy,21.148904501599247,1,0,-1,1,Professional
514,12,Full Buy,29.050976189280952,-1,0,-1,0,Professional
514,13,Force,24.181768944785965,-1,0,-1,0,Professional
514,14,Full Buy,29.255237494625153,-1,1,1,0,Professional
514,15,Force,27.77680879396508,0,1,1,0,Professional
514,16,Force,21.261290643431465,-1,0,-1,0,Professional
514,17,Full Buy,28.828408868736734,1,1,0,0,Professional
514,18,Eco,10.837833796082865,0,0,-1,0,Professional
515,1,Full Buy,27.02895654867904,1,1,0,1,Professional
515,2,Force,29.571968376051906,1,1,0,0,Professional
515,3,Force,41.192964915862255,0,0,-1,0,Professional
515,4,Full Buy,35.79124669310104,-1,0,-1,1,Professional
515,5,Force,13.92754394528734,-1,0,-1,0,Professional
515,6,Full Buy,37.46224267532234,-1,0,-1,1,Professional
515,7,Full Buy,29.645761245078507,0,1,0,0,Professional
515,8,Full Buy,22.84034000962715,0,1,1,0,Professional
515,9,Full Buy,27.36833520540202,1,0,-1,1,Professional
515,10,Force,34.55265363478962,1,0,-1,0,Professional
515,11,Full Buy,28.079245314350487,1,0,-1,1,Professional
515,12,Full Buy,36.010388726168685,-1,0,-1,1,Professional
515,13,Full Buy,33.56307115471239,1,0,-1,1,Professional
515,14,Eco,23.05224889731214,-1,0,-1,0,Professional
515,15,Eco,42.39982166235803,0,0,-1,1,Professional
515,16,Force,21.085975921873427,1,0,-1,0,Professional
515,17,Full Buy,30.647038110146973,1,0,-1,0,Professional
515,18,Force,19.261746070635574,1,0,-1,1,Professional
516,1,Full Buy,11.711979858398301,1,0,-1,0,Professional
516,2,Full Buy,35.23233152160823,1,0,-1,1,Professional
516,3,Full Buy,24.69064951389496,1,0,-1,0,Professional
516,4,Eco,22.314361140763523,0,1,1,0,Professional
516,5,Full Buy,42.49064441445871,0,0,-1,1,Professional
516,6,Eco,22.70984413800851,1,1,1,0,Professional
516,7,Full Buy,20.850645510570256,-1,0,-1,0,Professional
516,8,Full Buy,46.58315129160062,1,0,-1,1,Professional
516,9,Full Buy,27.41703497115492,0,1,1,1,Professional
516,10,Full Buy,20.17303188645117,1,0,-1,0,Professional
516,11,Full Buy,19.685347577754214,1,1,1,1,Professional
516,12,Force,14.982666487602618,0,0,-1,0,Professional
516,13,Eco,23.200968355884854,1,0,-1,1,Professional
516,14,Full Buy,19.05487267901341,1,0,-1,0,Professional
516,15,Force,19.11422802659574,0,1,0,0,Professional
516,16,Full Buy,35.361463020585944,0,0,-1,0,Professional
516,17,Full Buy,30.790837780621036,-1,0,-1,0,Professional
516,18,Eco,38.16907281343811,0,0,-1,0,Professional
516,19,Eco,27.469930431036605,1,1,1,0,Professional
516,20,Full Buy,32.13004808137104,1,1,0,0,Professional
516,21,Force,35.338172301859125,1,1,0,1,Professional
516,22,Full Buy,15.368337285301061,1,0,-1,1,Professional
517,1,Full Buy,27.31037024353044,1,0,-1,1,Professional
517,2,Full Buy,27.703286008733983,1,0,-1,1,Professional
517,3,Full Buy,18.56454447020318,0,0,-1,1,Professional
517,4,Full Buy,34.499633547802055,-1,0,-1,0,Professional
517,5,Force,45.90952595981265,1,1,0,0,Professional
517,6,Full Buy,20.654973821215687,1,0,-1,0,Professional
517,7,Force,12.862856124175789,0,0,-1,1,Professional
517,8,Full Buy,27.68690354190419,1,0,-1,0,Professional
517,9,Full Buy,40.16831378752933,1,1,1,1,Professional
517,10,Full Buy,13.252198434298768,0,0,-1,1,Professional
517,11,Full Buy,23.742714457284908,0,0,-1,0,Professional
517,12,Eco,17.26105750481745,0,0,-1,0,Professional
517,13,Full Buy,32.153974463286204,1,0,-1,0,Professional
517,14,Full Buy,25.26988909780148,0,0,-1,1,Professional
517,15,Force,27.391794936857462,0,0,-1,0,Professional
517,16,Full Buy,40.80752150139688,0,0,-1,1,Professional
517,17,Full Buy,22.91486987684217,-1,1,0,1,Professional
517,18,Full Buy,41.052090928235785,1,0,-1,0,Professional
517,19,Full Buy,32.25644524373242,-1,0,-1,1,Professional
517,20,Full Buy,27.423123646256883,1,0,-1,1,Professional
517,21,Full Buy,29.80748604322137,1,0,-1,1,Professional
517,22,Full Buy,8.172991495013044,-1,0,-1,0,Professional
517,23,Full Buy,34.366638317996696,0,0,-1,1,Professional
518,1,Eco,38.5350807741766,-1,0,-1,0,Professional
518,2,Full Buy,36.05098785004149,1,0,-1,1,Professional
518,3,Eco,7.474322984568882,-1,0,-1,0,Professional
518,4,Full Buy,24.6547453354482,-1,0,-1,0,Professional
518,5,Force,24.552664904716615,1,0,-1,0,Professional
518,6,Eco,16.963730627898347,-1,0,-1,1,Professional
518,7,Full Buy,30.349479880319016,1,0,-1,1,Professional
518,8,Full Buy,23.903705852728066,-1,0,-1,1,Professional
518,9,Full Buy,45.508327611533375,1,0,-1,1,Professional
518,10,Full Buy,23.596681151019002,0,1,0,1,Professional
518,11,Full Buy,11.441372735078701,0,0,-1,1,Professional
518,12,Full Buy,30.35342829440851,1,1,1,1,Professional
518,13,Full Buy,35.8888009380693,-1,0,-1,1,Professional
518,14,Full Buy,13.032084695847434,1,0,-1,0,Professional
518,15,Eco,11.950161875467614,0,0,-1,1,Professional
518,16,Full Buy,30.20310927072679,0,1,1,1,Professional
518,17,Full Buy,5.51290222036603,-1,0,-1,0,Professional
518,18,Full Buy,13.158803670371984,0,0,-1,0,Professional
518,19,Eco,32.50858878037302,1,0,-1,1,Professional
518,20,Full Buy,21.05983874133588,0,1,0,1,Professional
518,21,Full Buy,8.544413845206666,-1,0,-1,1,Professional
518,22,Full Buy,31.505004153151116,1,0,-1,1,Professional
518,23,Eco,40.02221596057833,0,0,-1,0,Professional
519,1,Force,15.856826950096956,1,0,-1,0,Professional
519,2,Full Buy,10.124344737482009,0,0,-1,1,Professional
519,3,Full Buy,44.14540841922579,0,0,-1,0,Professional
519,4,Eco,31.115360514616064,0,1,1,0,Professional
519,5,Force,14.583236056745832,1,0,-1,0,Professional
519,6,Full Buy,48.929531450980846,-1,0,-1,1,Professional
519,7,Force,29.827277570296623,1,1,1,0,Professional
519,8,Full Buy,49.71835481040185,-1,1,1,1,Professional
519,9,Force,14.356618678432175,-1,0,-1,0,Professional
519,10,Force,19.912357857188653,0,0,-1,0,Professional
519,11,Full Buy,26.648827765922142,1,1,0,0,Professional
519,12,Full Buy,15.191549719823875,1,0,-1,0,Professional
519,13,Full Buy,44.632719655171634,-1,0,-1,0,Professional
519,14,Force,36.77538921143282,-1,1,1,0,Professional
519,15,Force,32.87304093908291,1,0,-1,1,Professional
519,16,Full Buy,20.303551321796782,0,0,-1,0,Professional
519,17,Full Buy,35.430856638518954,1,0,-1,1,Professional
519,18,Full Buy,22.474690285358918,-1,0,-1,0,Professional
519,19,Full Buy,50.39676358961138,1,1,1,1,Professional
519,20,Full Buy,30.218647211056858,1,0,-1,1,Professional
519,21,Full Buy,36.6006079220934,-1,0,-1,0,Professional
519,22,Full Buy,27.73767162741243,1,0,-1,0,Professional
519,23,Full Buy,23.478110782572834,0,1,0,0,Professional
520,1,Full Buy,27.47865638220087,0,0,-1,0,Professional
520,2,Eco,35.43856289615164,-1,1,1,0,Professional
520,3,Full Buy,27.849524811798773,1,1,1,1,Professional
520,4,Full Buy,8.039299088437112,0,0,-1,0,Professional
520,5,Eco,14.224490601187107,0,0,-1,0,Professional
520,6,Full Buy,22.63578080033478,1,0,-1,1,Professional
520,7,Eco,25.2145419424159,0,1,0,0,Professional
520,8,Eco,28.203039969839743,-1,1,1,0,Professional
520,9,Force,26.33337151964038,1,0,-1,0,Professional
520,10,Full Buy,56.83567613185491,-1,0,-1,1,Professional
520,11,Full Buy,21.895630620376643,-1,0,-1,0,Professional
520,12,Full Buy,25.16415650896979,-1,0,-1,1,Professional
520,13,Full Buy,32.1391150951259,1,0,-1,1,Professional
520,14,Force,53.193583249809905,0,0,-1,0,Professional
520,15,Force,33.14471767469644,0,0,-1,0,Professional
520,16,Full Buy,20.720212300307328,0,0,-1,0,Professional
520,17,Full Buy,7.0152973964065595,0,0,-1,0,Professional
520,18,Full Buy,44.347359262868906,-1,1,0,1,Professional
520,19,Full Buy,23.570675721588398,0,0,-1,1,Professional
520,20,Full Buy,53.6388280525351,1,1,0,0,Professional
520,21,Force,27.53213230032083,0,0,-1,0,Professional
520,22,Full Buy,9.10664726059455,1,0,-1,0,Professional
521,1,Eco,21.364842316367486,0,0,-1,0,Professional
521,2,Full Buy,26.026252027718257,0,1,1,1,Professional
521,3,Full Buy,39.55755642566113,1,0,-1,1,Professional
521,4,Full Buy,41.34865732661524,1,1,0,1,Professional
521,5,Full Buy,40.073955133819226,1,0,-1,0,Professional
521,6,Full Buy,32.18158657416366,0,0,-1,0,Professional
521,7,Full Buy,53.37960069463542,-1,0,-1,1,Professional
521,8,Force,26.603553088887455,-1,0,-1,0,Professional
521,9,Full Buy,36.68804472544569,0,0,-1,1,Professional
521,10,Full Buy,25.447917711208355,1,0,-1,0,Professional
521,11,Full Buy,28.331914429473645,1,0,-1,1,Professional
521,12,Force,13.814714050539706,-1,0,-1,0,Professional
521,13,Force,23.55810932891621,0,0,-1,1,Professional
521,14,Full Buy,31.48428431154532,-1,0,-1,0,Professional
521,15,Eco,33.94545800324082,-1,0,-1,1,Professional
521,16,Full Buy,27.239605199939756,0,0,-1,1,Professional
521,17,Full Buy,17.067173401356605,-1,1,1,1,Professional
521,18,Full Buy,20.391481872092,-1,1,0,0,Professional
521,19,Full Buy,21.306944490488085,0,0,-1,0,Professional
521,20,Full Buy,30.78097808296864,0,0,-1,1,Professional
522,1,Full Buy,15.725649759006888,0,1,0,0,Professional
522,2,Full Buy,18.69060382913247,-1,0,-1,1,Professional
522,3,Full Buy,32.28339426090694,1,0,-1,0,Professional
522,4,Full Buy,24.469378749890666,0,0,-1,0,Professional
522,5,Full Buy,39.34433044637265,0,1,1,1,Professional
522,6,Full Buy,23.063778982555895,-1,0,-1,0,Professional
522,7,Full Buy,17.346683518478212,-1,0,-1,0,Professional
522,8,Full Buy,18.020783973260002,-1,0,-1,0,Professional
522,9,Force,49.06576601758691,0,0,-1,1,Professional
522,10,Full Buy,18.190371628522747,-1,0,-1,0,Professional
522,11,Full Buy,6.456137411675204,0,1,1,1,Professional
522,12,Force,21.901124479141423,-1,0,-1,1,Professional
522,13,Eco,25.56627017018953,0,0,-1,1,Professional
522,14,Full Buy,15.831198540240695,0,1,0,0,Professional
522,15,Full Buy,40.159992842347336,-1,1,0,0,Professional
522,16,Eco,20.27084852295367,-1,1,1,1,Professional
522,17,Full Buy,26.617479541420515,0,1,0,0,Professional
522,18,Force,30.885557197570012,-1,0,-1,1,Professional
522,19,Full Buy,24.510992531161,0,0,-1,0,Professional
522,20,Force,22.97610800709312,-1,0,-1,1,Professional
522,21,Force,4.9677698511029895,0,0,-1,1,Professional
522,22,Full Buy,24.627467644236596,-1,0,-1,1,Professional
523,1,Full Buy,20.925490459975162,0,0,-1,1,Professional
523,2,Full Buy,34.902758903893684,-1,0,-1,0,Professional
523,3,Eco,13.52703900151233,1,0,-1,0,Professional
523,4,Full Buy,24.485689643564797,1,1,0,1,Professional
523,5,Full Buy,7.078629336618786,0,0,-1,0,Professional
523,6,Full Buy,20.17014270080612,0,0,-1,0,Professional
523,7,Eco,31.81235128880497,-1,0,-1,0,Professional
523,8,Force,35.57268144422802,1,0,-1,1,Professional
523,9,Full Buy,26.93379938893023,1,0,-1,0,Professional
523,10,Full Buy,9.094746746268779,1,0,-1,1,Professional
523,11,Full Buy,28.3343280402922,0,0,-1,0,Professional
523,12,Full Buy,24.353439272270936,-1,0,-1,0,Professional
